accession	description
"SRR14822531"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7207_PBMC_32_H1_P4"
"SRR14822533"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7207_PBMC_32_H3_P4"
"SRR14822535"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7207_PBMC_32_H5_P4"
"SRR14822536"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7207_PBMC_32_H6_P4"
"SRR14822537"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7207_PRI_29_A10_P2"
"SRR14822540"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7207_PRI_29_A1_P2"
"SRR14822541"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7207_PRI_29_A2_P2"
"SRR14822543"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7207_PRI_29_A4_P2"
"SRR14822545"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7207_PRI_29_A6_P2"
"SRR14822546"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7207_PRI_29_A7_P2"
"SRR14822548"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7207_PRI_29_A9_P2"
"SRR14822550"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7207_PRI_29_B11_P2"
"SRR14822551"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7207_PRI_29_B12_P2"
"SRR14822553"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7207_PRI_29_B2_P2"
"SRR14822555"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7207_PRI_29_B5_P2"
"SRR14822557"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7207_PRI_29_B7_P2"
"SRR14822559"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7207_PRI_29_B9_P2"
"SRR14822561"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7207_PRI_29_C11_P2"
"SRR14822563"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7207_PRI_29_C1_P2"
"SRR14822565"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7207_PRI_29_C3_P2"
"SRR14822566"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7207_PRI_29_C4_P2"
"SRR14822568"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7207_PRI_29_C6_P2"
"SRR14822570"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7207_PRI_29_C8_P2"
"SRR14822827"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_MET_7_A12_P2"
"SRR14822829"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_MET_7_A2_P2"
"SRR14822831"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_MET_7_A4_P2"
"SRR14822832"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_MET_7_A5_P2"
"SRR14822834"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_MET_7_A7_P2"
"SRR14822837"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_MET_7_B10_P2"
"SRR14822838"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_MET_7_B11_P2"
"SRR14822840"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_MET_7_B1_P2"
"SRR14822842"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_MET_7_B3_P2"
"SRR14822843"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_MET_7_B4_P2"
"SRR14822845"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_MET_7_B6_P2"
"SRR14822848"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_MET_7_B9_P2"
"SRR14823416"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_5_D4_P4"
"SRR14823417"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_5_D5_P4"
"SRR14823418"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_5_D6_P4"
"SRR14823419"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_5_D7_P4"
"SRR14823420"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_5_D8_P4"
"SRR14823421"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_5_D9_P4"
"SRR14823422"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_5_E10_P4"
"SRR14823423"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_5_E11_P4"
"SRR14823424"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_5_E1_P4"
"SRR14823425"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_5_E2_P4"
"SRR14823426"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_5_E3_P4"
"SRR14823427"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_5_E4_P4"
"SRR14823428"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_5_E5_P4"
"SRR14823429"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_5_E6_P4"
"SRR14823430"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_5_E7_P4"
"SRR14823431"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_5_E8_P4"
"SRR14823432"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_5_E9_P4"
"SRR14823433"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_5_F10_P4"
"SRR14823434"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_5_F11_P4"
"SRR14823435"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_5_F1_P4"
"SRR14823436"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_5_F2_P4"
"SRR14823437"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_5_F3_P4"
"SRR14823438"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_5_F4_P4"
"SRR14823439"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_5_F5_P4"
"SRR14823440"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_5_F6_P4"
"SRR14823441"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_5_F7_P4"
"SRR14823442"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_5_F8_P4"
"SRR14823443"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_5_F9_P4"
"SRR14823444"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_5_G10_P4"
"SRR14823445"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_5_G11_P4"
"SRR14823446"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_5_G1_P4"
"SRR14823447"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_5_G2_P4"
"SRR14823448"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_5_G3_P4"
"SRR14823449"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_5_G4_P4"
"SRR14823450"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_5_G5_P4"
"SRR14823451"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_5_G6_P4"
"SRR14823452"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_5_G7_P4"
"SRR14823453"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_5_G8_P4"
"SRR14823454"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_5_G9_P4"
"SRR14823455"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_5_H10_P4"
"SRR14823456"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_5_H11_P4"
"SRR14823457"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_5_H1_P4"
"SRR14823458"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_5_H2_P4"
"SRR14823459"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_5_H3_P4"
"SRR14823460"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_5_H4_P4"
"SRR14823461"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_5_H5_P4"
"SRR14823462"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_5_H6_P4"
"SRR14823463"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_5_H7_P4"
"SRR14823464"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_5_H8_P4"
"SRR14823465"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7211_PRI_5_H9_P4"
"SRR14823466"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_A10_P1"
"SRR14823467"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_A11_P1"
"SRR14823468"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_A12_P1"
"SRR14823469"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_A1_P1"
"SRR14823470"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_A2_P1"
"SRR14823471"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_A3_P1"
"SRR14823472"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_A4_P1"
"SRR14823473"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_A5_P1"
"SRR14823474"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_A6_P1"
"SRR14823475"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_A7_P1"
"SRR14823476"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_A8_P1"
"SRR14823477"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_A9_P1"
"SRR14823478"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_B10_P1"
"SRR14823479"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_B11_P1"
"SRR14823480"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_B12_P1"
"SRR14823481"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_B1_P1"
"SRR14823482"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_B2_P1"
"SRR14823483"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_B3_P1"
"SRR14823484"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_B4_P1"
"SRR14823485"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_B5_P1"
"SRR14823486"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_B6_P1"
"SRR14823487"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_B7_P1"
"SRR14823488"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_B8_P1"
"SRR14823489"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_B9_P1"
"SRR14823490"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_C10_P1"
"SRR14823491"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_C11_P1"
"SRR14823492"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_C12_P1"
"SRR14823493"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_C1_P1"
"SRR14823494"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_C2_P1"
"SRR14823495"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_C3_P1"
"SRR14823496"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_C4_P1"
"SRR14823497"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_C5_P1"
"SRR14823498"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_C6_P1"
"SRR14823499"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_C7_P1"
"SRR14823500"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_C8_P1"
"SRR14823501"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_C9_P1"
"SRR14823502"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_D10_P1"
"SRR14823503"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_D11_P1"
"SRR14823504"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_D12_P1"
"SRR14823505"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_D1_P1"
"SRR14823506"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_D2_P1"
"SRR14823507"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_D3_P1"
"SRR14823508"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_D4_P1"
"SRR14823509"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_D5_P1"
"SRR14823510"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_D6_P1"
"SRR14823511"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_D7_P1"
"SRR14823512"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_D8_P1"
"SRR14823513"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_D9_P1"
"SRR14823514"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_E10_P1"
"SRR14823515"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_E11_P1"
"SRR14823516"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_E12_P1"
"SRR14823517"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_E1_P1"
"SRR14823518"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_E2_P1"
"SRR14823519"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_E3_P1"
"SRR14823520"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_E4_P1"
"SRR14823521"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_E5_P1"
"SRR14823522"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_E6_P1"
"SRR14823523"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_E7_P1"
"SRR14823524"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_E8_P1"
"SRR14823525"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_E9_P1"
"SRR14823526"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_F10_P1"
"SRR14823527"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_F11_P1"
"SRR14823528"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_F12_P1"
"SRR14823585"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_F1_P1"
"SRR14823586"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_F2_P1"
"SRR14823587"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_F3_P1"
"SRR14823588"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_F4_P1"
"SRR14823589"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_F5_P1"
"SRR14823590"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_F6_P1"
"SRR14823591"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_F7_P1"
"SRR14823592"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_F8_P1"
"SRR14823593"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_F9_P1"
"SRR14823594"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_G10_P1"
"SRR14823595"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_G11_P1"
"SRR14823596"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_G12_P1"
"SRR14823597"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_G1_P1"
"SRR14823598"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_G2_P1"
"SRR14823599"	"Illumina HiSeq 2500 sequencing; Single cell RNA-seq of human: innate lymphoid cells from head and neck squamous cell carcinoma: Sample 7257_MET_40_G3_P1"
