accession	description
"SRR10785327"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365377"
"SRR10785328"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365378"
"SRR10785329"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365379"
"SRR10785330"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365380"
"SRR10785331"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365381"
"SRR10785332"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365382"
"SRR10785333"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365383"
"SRR10785334"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365384"
"SRR10785335"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365385"
"SRR10785336"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365386"
"SRR10785337"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365387"
"SRR10785338"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365388"
"SRR10785339"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365389"
"SRR10785340"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13365390"
"SRR10786741"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367055"
"SRR10786742"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367056"
"SRR10786743"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367057"
"SRR10786744"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367058"
"SRR10786745"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367059"
"SRR10786746"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367060"
"SRR10786747"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367061"
"SRR10786748"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367062"
"SRR10786749"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367063"
"SRR10786750"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367064"
"SRR10786751"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367065"
"SRR10786752"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367066"
"SRR10786753"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367067"
"SRR10786754"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367068"
"SRR10786755"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367069"
"SRR10786756"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367070"
"SRR10786757"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367071"
"SRR10786758"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367072"
"SRR10786759"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367073"
"SRR10786760"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367074"
"SRR10786761"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367075"
"SRR10786762"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367076"
"SRR10786763"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367077"
"SRR10786764"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367078"
"SRR10786765"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367079"
"SRR10786766"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367080"
"SRR10786767"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367081"
"SRR10786768"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367082"
"SRR10786769"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367083"
"SRR10786770"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367084"
"SRR10786771"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367085"
"SRR10786772"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367086"
"SRR10786773"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367087"
"SRR10786774"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367088"
"SRR10786775"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367089"
"SRR10786776"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367090"
"SRR10786777"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367091"
"SRR10786778"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367092"
"SRR10786779"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367093"
"SRR10786780"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367094"
"SRR10786781"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367095"
"SRR10786782"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367096"
"SRR10786783"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367097"
"SRR10786784"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367098"
"SRR10786785"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367099"
"SRR10786786"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367100"
"SRR10786787"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367101"
"SRR10786788"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367102"
"SRR10786789"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367103"
"SRR10786790"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367104"
"SRR10786791"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367105"
"SRR10786792"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367106"
"SRR10786793"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367107"
"SRR10786794"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367108"
"SRR10786795"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367109"
"SRR10786796"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367110"
"SRR10786797"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367111"
"SRR10786798"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367112"
"SRR10786799"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367113"
"SRR10786800"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367114"
"SRR10786801"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367115"
"SRR10786802"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367116"
"SRR10786803"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367117"
"SRR10786804"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13367118"
"SRR10793312"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369616"
"SRR10793313"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369617"
"SRR10793314"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369618"
"SRR10793315"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369619"
"SRR10793316"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369620"
"SRR10793317"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369621"
"SRR10793318"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369622"
"SRR10793319"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369623"
"SRR10793320"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369624"
"SRR10793321"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369625"
"SRR10793322"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369626"
"SRR10793323"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369627"
"SRR10793324"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369628"
"SRR10793325"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369629"
"SRR10793326"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369630"
"SRR10793327"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369631"
"SRR10793328"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369632"
"SRR10793329"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369633"
"SRR10793330"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369634"
"SRR10793331"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369635"
"SRR10793332"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369636"
"SRR10793333"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369637"
"SRR10793334"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369638"
"SRR10793335"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369639"
"SRR10793336"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369640"
"SRR10793337"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369641"
"SRR10793338"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369642"
"SRR10793339"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369643"
"SRR10793340"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369644"
"SRR10793341"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369645"
"SRR10793342"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369646"
"SRR10793343"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369647"
"SRR10793344"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369648"
"SRR10793345"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369649"
"SRR10793346"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369650"
"SRR10793347"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369651"
"SRR10793348"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369652"
"SRR10793349"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369653"
"SRR10793350"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369654"
"SRR10793351"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369655"
"SRR10793352"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369656"
"SRR10793353"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369657"
"SRR10793354"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369658"
"SRR10793355"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369659"
"SRR10793356"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369660"
"SRR10793357"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369661"
"SRR10793358"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369662"
"SRR10793359"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369663"
"SRR10793360"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369664"
"SRR10793361"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369665"
"SRR10793362"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369666"
"SRR10793363"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369667"
"SRR10793364"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369668"
"SRR10793365"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369669"
"SRR10793366"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369670"
"SRR10793367"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369671"
"SRR10793368"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369672"
"SRR10793369"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369673"
"SRR10793370"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369674"
"SRR10793371"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369675"
"SRR10793372"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369676"
"SRR10793373"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369677"
"SRR10793374"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369678"
"SRR10793375"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13369679"
"SRR10790333"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372497"
"SRR10790334"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372498"
"SRR10790335"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372499"
"SRR10790336"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372500"
"SRR10790337"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372501"
"SRR10790338"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372502"
"SRR10790339"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372503"
"SRR10790340"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372504"
"SRR10790341"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372505"
"SRR10790342"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372506"
"SRR10790343"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372507"
"SRR10790344"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372508"
"SRR10790345"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372509"
"SRR10790346"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372510"
"SRR10790347"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372511"
"SRR10790348"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372512"
"SRR10790349"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372513"
"SRR10790350"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372514"
"SRR10790351"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372515"
"SRR10790352"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372516"
"SRR10790353"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372517"
"SRR10790354"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372518"
"SRR10790355"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372519"
"SRR10790356"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372520"
"SRR10790357"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372521"
"SRR10790358"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372522"
"SRR10790359"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372523"
"SRR10790360"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372524"
"SRR10790364"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13372528"
"SRR10778160"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356842"
"SRR10778162"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356844"
"SRR10778164"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356846"
"SRR10778166"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356848"
"SRR10778167"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356849"
"SRR10778168"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356850"
"SRR10778169"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356851"
"SRR10778171"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356853"
"SRR10778173"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13356855"
"SRR10779775"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13358160"
"SRR10779776"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13358161"
"SRR10779779"	"unspecified sequencing; single-cell RNAseq of human NSCLC: Sample SAMN13358164"
